subject,run,task,formation,light_position,angle,response,RT,correct
2,4,1,2,2,1,2,0.28955834899989,1
2,4,1,2,1,1,1,0.334955447000539,1
2,4,1,2,2,2,2,0.381855874000394,1
2,4,1,2,2,1,2,0.263953132999632,1
2,4,1,2,1,2,1,0.497882730999663,1
2,4,1,2,2,2,2,0.556907275999947,1
2,4,1,2,1,2,1,0.330108955000469,1
2,4,1,4,2,1,2,0.460718618000101,1
2,4,1,4,2,1,2,0.356758609000281,1
2,4,1,4,1,2,1,0.369478466999681,1
2,4,1,4,1,2,1,0.409710292999989,1
2,4,1,4,1,1,1,0.337548426000467,1
2,4,1,4,2,2,2,0.955977448999874,1
2,4,1,4,2,2,2,0.368679067000812,1
2,4,1,4,1,1,1,0.356422810999902,1
2,4,1,3,2,1,2,1.10577318800006,1
2,4,1,3,2,1,2,0.322713106999799,1
2,4,1,3,1,1,1,0.420179609000115,1
2,4,1,3,1,2,1,0.329478812000161,1
2,4,1,3,2,2,2,0.407503200999599,1
2,4,1,3,2,2,2,0.496526545999586,1
2,4,1,3,1,1,1,0.466863858000579,1
2,4,1,3,1,2,1,0.488908115999948,1
2,5,2,2,2,1,2,1.08378790000006,1
2,5,2,2,1,2,1,0.426876692000405,1
2,5,2,2,1,2,1,0.396731355000156,1
2,5,2,2,2,1,2,0.517864186000224,1
2,5,2,2,1,1,1,0.814904857000329,1
2,5,2,2,1,1,1,0.587826640999992,1
2,5,2,2,2,2,2,0.833421571999679,1
2,5,2,2,2,2,2,0.366682502000003,1
2,5,2,3,2,2,2,0.965653149999525,1
2,5,2,3,1,1,1,0.731431721999797,1
2,5,2,3,1,2,1,0.997382837000259,1
2,5,2,3,2,1,2,0.422137906999524,1
2,5,2,3,2,1,2,0.316835092000474,1
2,5,2,3,1,2,1,0.522162287000356,1
2,5,2,3,1,1,1,0.535691162999683,1
2,5,2,3,2,2,2,0.636828389000584,1
2,5,2,1,1,2,1,0.511376726999515,1
2,5,2,1,1,1,1,0.352727055000287,1
2,5,2,1,2,1,2,0.291724194999915,1
2,5,2,1,2,1,2,0.363921496999865,1
2,5,2,1,2,2,2,0.490035433999765,1
2,5,2,1,1,2,1,0.48631372699947,1
2,5,2,1,1,1,1,0.451714312999684,1
2,5,2,1,2,2,2,0.623198837999553,1
2,5,2,4,2,1,2,0.770854677999523,1
2,5,2,4,1,2,1,0.533771211000385,1
2,5,2,4,2,2,2,0.665138575999663,1
2,5,2,4,1,2,1,0.784229144999699,1
2,5,2,4,1,1,1,0.720304078000481,1
2,5,2,4,2,1,2,0.627664144999471,1
2,5,2,4,2,2,2,0.478919298999244,1
2,5,2,4,1,1,1,0.824729597999976,1
2,6,1,4,2,1,2,0.69163630300045,1
2,6,1,4,2,1,2,0.346646003000387,1
2,6,1,4,2,2,2,0.766177027000595,1
2,6,1,4,1,1,1,0.492092567999862,1
2,6,1,4,1,1,1,0.300392580999869,1
2,6,1,4,1,2,1,0.803913971000839,1
2,6,1,4,1,2,1,0.843293162000009,1
2,6,1,4,2,2,2,0.283969470000557,1
2,6,1,1,1,1,1,1.42452275100004,1
2,6,1,1,1,1,1,0.291156641999805,1
2,6,1,1,2,1,2,0.35037705600007,1
2,6,1,1,2,2,2,0.380358101000638,1
2,6,1,1,2,1,2,0.406064223000612,1
2,6,1,1,1,2,2,0.424538650000613,0
2,6,1,1,1,2,1,0.30360354000004,1
2,6,1,1,2,2,2,0.227588671999911,1
2,6,1,3,2,1,2,0.429472761999932,1
2,6,1,3,2,2,2,0.498789924999983,1
2,6,1,3,1,1,1,0.44157727899983,1
2,6,1,3,1,2,1,0.316647573000409,1
2,6,1,3,2,2,2,0.342118999999911,1
2,6,1,3,1,2,1,0.361753236000368,1
2,6,1,3,2,1,2,0.707412211000701,1
2,6,1,3,1,1,1,1.17118468599983,1
2,6,1,2,1,1,1,0.419394708999789,1
2,6,1,2,1,2,1,0.500058071999774,1
2,6,1,2,2,1,2,0.408296294000138,1
2,6,1,2,1,1,1,0.325941549999698,1
2,6,1,2,1,2,1,0.731970654999714,1
2,6,1,2,2,2,2,0.331811263000418,1
2,6,1,2,2,1,2,0.358962782999697,1
2,6,1,2,2,2,2,0.345342152999365,1
2,7,2,1,2,2,2,0.61611191799966,1
2,7,2,1,1,2,1,0.52859808499943,1
2,7,2,1,1,2,1,0.46535615799985,1
2,7,2,1,2,2,2,0.276870089000113,1
2,7,2,1,2,1,2,0.463869408000392,1
2,7,2,1,1,1,1,0.299633720000202,1
2,7,2,1,2,1,2,0.3347621719995,1
2,7,2,1,1,1,1,0.277561717999561,1
2,7,2,2,1,2,1,0.46954064900001,1
2,7,2,2,2,2,2,0.225151126000128,1
2,7,2,2,2,2,2,0.374430746000144,1
2,7,2,2,1,2,1,0.286765508999451,1
2,7,2,2,2,1,2,0.472102768000696,1
2,7,2,2,1,1,1,0.236923329000092,1
2,7,2,2,1,1,1,0.421138009999595,1
2,7,2,2,2,1,2,0.289742233999277,1
2,7,2,4,1,2,1,0.460608622999644,1
2,7,2,4,2,2,2,0.365039127000273,1
2,7,2,4,2,1,2,0.485592238000208,1
2,7,2,4,2,1,2,0.450436608999553,1
2,7,2,4,1,1,1,0.330434536999746,1
2,7,2,4,1,1,1,0.547600125000827,1
2,7,2,4,1,2,1,0.24081995799952,1
2,7,2,4,2,2,2,0.476628227999754,1
2,7,2,3,2,1,2,0.527943172999585,1
2,7,2,3,1,2,1,0.455255611000212,1
2,7,2,3,1,2,1,0.566510112000287,1
2,7,2,3,1,1,1,0.709507708999809,1
2,7,2,3,2,2,2,0.583140652999646,1
2,7,2,3,2,2,2,0.915633180999976,1
2,7,2,3,1,1,1,0.354512339999928,1
2,7,2,3,2,1,2,0.274130839999998,1
2,8,1,4,2,1,2,0.454992741000751,1
2,8,1,4,1,2,1,0.379974172999937,1
2,8,1,4,1,1,1,0.637763796999934,1
2,8,1,4,2,2,2,0.759174491000522,1
2,8,1,4,2,2,2,0.447998229999939,1
2,8,1,4,2,1,2,0.32265885400011,1
2,8,1,4,1,2,1,0.60682426800031,1
2,8,1,4,1,1,1,0.363914008000393,1
2,8,1,1,2,1,2,1.46574163600053,1
2,8,1,1,1,2,1,0.367036880000342,1
2,8,1,1,1,2,1,0.346932025000569,1
2,8,1,1,2,2,2,0.361370330999307,1
2,8,1,1,2,1,2,0.294302907999736,1
2,8,1,1,2,2,2,0.399116612999933,1
2,8,1,1,1,1,1,0.635285504000421,1
2,8,1,1,1,1,1,0.700819258000593,1
2,8,1,2,2,1,2,0.425434331000361,1
2,8,1,2,1,1,1,0.326068471999861,1
2,8,1,2,2,2,2,0.6081476319996,1
2,8,1,2,2,1,2,0.439421410999785,1
2,8,1,2,1,2,1,0.32848839000053,1
2,8,1,2,2,2,2,0.429809342999761,1
2,8,1,2,1,2,1,0.26500501999999,1
2,8,1,2,1,1,1,0.286657804999777,1
2,8,1,3,1,2,1,0.347269588000017,1
2,8,1,3,2,2,2,0.328281760999744,1
2,8,1,3,1,1,1,0.297911525999552,1
2,8,1,3,2,1,2,0.268406664999929,1
2,8,1,3,1,1,1,0.28765360899979,1
2,8,1,3,2,2,2,0.596201481999742,1
2,8,1,3,1,2,1,0.293200328999774,1
2,8,1,3,2,1,2,0.427296439000202,1
2,9,2,1,1,2,1,0.53412453600049,1
2,9,2,1,1,1,1,0.806717381999988,1
2,9,2,1,1,2,1,0.515658975999941,1
2,9,2,1,2,2,2,0.30964943500021,1
2,9,2,1,2,1,2,0.410968692999631,1
2,9,2,1,2,2,2,0.275666735999948,1
2,9,2,1,2,1,1,0.637291441999878,0
2,9,2,1,1,1,1,0.348300095000013,1
2,9,2,4,2,1,2,1.20689179700003,1
2,9,2,4,2,1,2,0.398637788000087,1
2,9,2,4,1,1,1,0.372086069000034,1
2,9,2,4,2,2,2,0.356068901999606,1
2,9,2,4,1,2,1,0.313897011000336,1
2,9,2,4,1,2,1,0.71724966200054,1
2,9,2,4,1,1,1,0.91640421000011,1
2,9,2,4,2,2,2,0.815781848999904,1
2,9,2,3,1,2,1,1.65994918399974,1
2,9,2,3,2,1,1,0.634467489000599,0
2,9,2,3,1,1,1,0.505975650000437,1
2,9,2,3,2,2,2,0.619394188000115,1
2,9,2,3,1,2,1,0.388561834000029,1
2,9,2,3,1,1,1,0.689822577999621,1
2,9,2,3,2,1,2,0.458955785000398,1
2,9,2,3,2,2,2,0.478838011999869,1
2,9,2,2,2,2,2,1.19795852800053,1
2,9,2,2,1,2,1,0.282469069999934,1
2,9,2,2,2,1,2,0.377317231000234,1
2,9,2,2,1,1,1,0.330170072000328,1
2,9,2,2,2,1,2,0.789915213000313,1
2,9,2,2,1,2,1,0.488175556999522,1
2,9,2,2,2,2,2,0.304830208000567,1
2,9,2,2,1,1,1,0.444287464999434,1
2,10,1,1,1,1,1,0.58824746099981,1
2,10,1,1,2,2,2,0.316430689999834,1
2,10,1,1,1,1,1,0.300669356000071,1
2,10,1,1,1,2,2,0.639989384000728,0
2,10,1,1,1,2,1,0.305576041999302,1
2,10,1,1,2,1,2,0.50897779800016,1
2,10,1,1,2,1,2,0.942854999999327,1
2,10,1,1,2,2,2,0.35348524499932,1
2,10,1,3,2,2,2,0.61638613300056,1
2,10,1,3,1,2,1,0.323812280000311,1
2,10,1,3,1,2,1,0.336070991999804,1
2,10,1,3,1,1,1,0.258497026999976,1
2,10,1,3,2,2,2,0.445513095000024,1
2,10,1,3,2,1,2,0.542716576999737,1
2,10,1,3,2,1,2,0.406042352999975,1
2,10,1,3,1,1,1,0.280346217999977,1
2,10,1,4,1,2,2,0.467509525999958,0
2,10,1,4,2,1,1,1.41159261499979,0
2,10,1,4,1,1,0,0,0
2,10,1,4,2,2,1,1.05854586700025,0
2,10,1,4,2,1,0,0,0
2,10,1,4,2,2,0,0,0
2,10,1,4,1,2,1,1.21111711899994,1
2,10,1,4,1,1,1,0.766129161999743,1
2,10,1,2,1,2,2,0.624101331999555,0
2,10,1,2,1,2,0,0,0
2,10,1,2,1,1,2,0.54366840000057,0
2,10,1,2,2,1,1,0.789569274999849,0
2,10,1,2,2,2,2,0.913226003000091,1
2,10,1,2,2,1,2,1.70155515900024,1
2,10,1,2,2,2,1,1.30243796000013,0
2,10,1,2,1,1,1,0.754903785999886,1
2,11,2,2,2,2,2,0.598005314999682,1
2,11,2,2,2,2,2,0.368605118999767,1
2,11,2,2,1,1,1,0.634675213999799,1
2,11,2,2,2,1,2,0.537051034999422,1
2,11,2,2,1,2,1,0.520938200999808,1
2,11,2,2,2,1,2,0.80634428599933,1
2,11,2,2,1,2,1,0.368269994000002,1
2,11,2,2,1,1,1,0.394166342000062,1
2,11,2,4,1,1,1,0.690489647000504,1
2,11,2,4,2,2,1,0.393353755999669,0
2,11,2,4,1,2,1,0.724861835000411,1
2,11,2,4,1,1,1,0.425979429999643,1
2,11,2,4,2,1,2,0.462372883999706,1
2,11,2,4,1,2,1,0.468428864000089,1
2,11,2,4,2,2,2,0.452529301999675,1
2,11,2,4,2,1,2,0.49716755999998,1
2,11,2,1,2,1,2,0.946898399999554,1
2,11,2,1,1,1,1,0.297249148000446,1
2,11,2,1,2,2,2,0.78932320200056,1
2,11,2,1,1,2,1,0.919936878999579,1
2,11,2,1,1,2,1,0.828165173000343,1
2,11,2,1,2,2,2,0.464289857999574,1
2,11,2,1,1,1,1,0.838468592999561,1
2,11,2,1,2,1,2,0.362177353999869,1
2,11,2,3,1,1,1,1.0626198279997,1
2,11,2,3,1,2,1,0.414859909999905,1
2,11,2,3,2,2,2,0.313649839000391,1
2,11,2,3,1,1,1,0.370458608000263,1
2,11,2,3,1,2,1,0.883119351999994,1
2,11,2,3,2,1,2,0.603454366999358,1
2,11,2,3,2,1,2,0.912722467999629,1
2,11,2,3,2,2,2,0.512108826999793,1
2,12,1,3,1,1,1,0.532946145000096,1
2,12,1,3,2,1,2,0.511799542000517,1
2,12,1,3,2,2,2,0.453191785000854,1
2,12,1,3,2,1,2,0.2857540899995,1
2,12,1,3,1,2,1,0.347394401000201,1
2,12,1,3,2,2,2,0.447200218999569,1
2,12,1,3,1,1,1,0.682855657999426,1
2,12,1,3,1,2,1,0.561184306000541,1
2,12,1,1,1,1,1,0.39684409199981,1
2,12,1,1,2,2,2,0.359757199999876,1
2,12,1,1,2,1,2,0.225596537999991,1
2,12,1,1,2,1,2,0.51820467699963,1
2,12,1,1,1,1,1,0.317802097999447,1
2,12,1,1,2,2,2,0.64207333899958,1
2,12,1,1,1,2,1,0.46012480599984,1
2,12,1,1,1,2,1,1.36647905900008,1
2,12,1,4,1,2,1,0.585430246999749,1
2,12,1,4,2,1,2,0.337987426999462,1
2,12,1,4,1,1,1,0.634921951000251,1
2,12,1,4,2,2,2,0.586646554999788,1
2,12,1,4,2,2,2,0.432445946999906,1
2,12,1,4,1,1,1,0.367582541000047,1
2,12,1,4,1,2,1,0.395039213000018,1
2,12,1,4,2,1,2,1.0841008110001,1
2,12,1,2,2,2,2,0.37023367600068,1
2,12,1,2,2,2,2,0.930117904999861,1
2,12,1,2,1,1,1,0.420528679000199,1
2,12,1,2,1,2,1,0.493991487999665,1
2,12,1,2,2,1,2,0.48985910600004,1
2,12,1,2,1,2,1,0.490572873000019,1
2,12,1,2,2,1,2,0.333708983000179,1
2,12,1,2,1,1,1,0.530477281999993,1
2,13,2,3,1,2,1,0.599435649000043,1
2,13,2,3,1,1,1,0.803099278000445,1
2,13,2,3,2,1,2,0.658500651000395,1
2,13,2,3,2,2,2,0.538670167999953,1
2,13,2,3,2,2,2,0.546721442000489,1
2,13,2,3,1,2,1,0.360888984000667,1
2,13,2,3,2,1,2,0.488803688000189,1
2,13,2,3,1,1,1,0.509833322000304,1
2,13,2,4,2,2,2,0.856606696000199,1
2,13,2,4,2,2,2,0.40850495199993,1
2,13,2,4,2,1,2,0.470564823000132,1
2,13,2,4,2,1,2,0.550651662000746,1
2,13,2,4,1,1,1,0.330367603999548,1
2,13,2,4,1,2,1,0.682648545999655,1
2,13,2,4,1,1,1,0.417369904999759,1
2,13,2,4,1,2,1,0.30131952299962,1
2,13,2,1,1,2,1,0.612511638999422,1
2,13,2,1,1,1,1,0.69858704500075,1
2,13,2,1,1,1,1,0.367804894999608,1
2,13,2,1,2,2,2,0.544891237000229,1
2,13,2,1,2,2,2,0.477664037999602,1
2,13,2,1,1,2,1,0.283681594999507,1
2,13,2,1,2,1,2,0.76801167099984,1
2,13,2,1,2,1,2,0.692205158999968,1
2,13,2,2,2,1,2,0.404405374999442,1
2,13,2,2,2,2,2,0.417199987999993,1
2,13,2,2,2,2,2,0.335878691000289,1
2,13,2,2,1,2,1,0.409235652000461,1
2,13,2,2,1,1,1,0.551152865000404,1
2,13,2,2,1,2,1,0.388088151999909,1
2,13,2,2,2,1,2,0.652243683999586,1
2,13,2,2,1,1,1,0.285282628999994,1
3,1,1,1,1,2,1,1.17848793699523,1
3,1,1,1,2,1,2,0.633479600997816,1
3,1,1,1,1,1,1,0.646359897000366,1
3,1,1,1,2,2,2,0.479255578000448,1
3,1,1,1,2,2,2,0.398837217995606,1
3,1,1,1,2,1,2,0.455100539998966,1
3,1,1,1,1,1,1,0.362044264002179,1
3,1,1,1,1,2,2,0.41046600700065,0
3,1,1,2,2,2,2,0.541029779997189,1
3,1,1,2,1,2,1,0.628807919005339,1
3,1,1,2,2,2,1,0.408297984999081,0
3,1,1,2,1,1,1,0.410781277001661,1
3,1,1,2,1,2,2,0.492203032001271,0
3,1,1,2,1,1,1,0.716445318998012,1
3,1,1,2,2,1,2,0.340464910004812,1
3,1,1,2,2,1,2,0.311182435994851,1
3,1,1,4,1,1,1,2.20179736900172,1
3,1,1,4,1,2,1,0.511260102000961,1
3,1,1,4,2,2,2,0.336037023000245,1
3,1,1,4,2,1,1,0.691238105995581,0
3,1,1,4,1,1,1,0.351363647998369,1
3,1,1,4,2,1,2,0.288382550999813,1
3,1,1,4,1,2,1,0.380402494003647,1
3,1,1,4,2,2,2,0.343061146995751,1
3,1,1,3,2,2,2,1.20076221600175,1
3,1,1,3,2,2,2,0.387208144005854,1
3,1,1,3,1,1,1,0.605434964003507,1
3,1,1,3,1,2,2,0.86131250699691,0
3,1,1,3,2,1,2,0.401832946998184,1
3,1,1,3,1,1,1,0.515247615003318,1
3,1,1,3,1,2,1,0.513228709001851,1
3,1,1,3,2,1,2,0.412867188999371,1
3,2,2,3,2,1,1,1.78975951299799,0
3,2,2,3,1,1,2,1.04368824700214,0
3,2,2,3,2,1,1,1.37716777099558,0
3,2,2,3,1,1,1,0.509801430998778,1
3,2,2,3,1,2,1,1.03891592600121,1
3,2,2,3,1,2,1,0.418642910997733,1
3,2,2,3,2,2,2,0.398543579998659,1
3,2,2,3,2,2,2,0.430167963000713,1
3,2,2,4,1,1,1,0.467870530999789,1
3,2,2,4,2,1,2,0.301841364998836,1
3,2,2,4,1,1,2,0.304376280000724,0
3,2,2,4,1,2,1,0.362817683002504,1
3,2,2,4,1,2,1,0.281836305002798,1
3,2,2,4,2,1,2,0.532822842003952,1
3,2,2,4,2,2,2,0.323654615996929,1
3,2,2,4,2,2,2,0.33819157799735,1
3,2,2,2,2,2,2,0.567689114999666,1
3,2,2,2,2,1,2,0.461387471994385,1
3,2,2,2,1,2,1,0.432581731001846,1
3,2,2,2,1,1,1,0.561495335001382,1
3,2,2,2,2,2,2,0.634278988000005,1
3,2,2,2,1,1,1,0.296367233997444,1
3,2,2,2,2,1,2,0.391806696999993,1
3,2,2,2,1,2,1,0.41892850700242,1
3,2,2,1,1,2,1,0.444497214004514,1
3,2,2,1,2,1,2,0.37229633100651,1
3,2,2,1,1,2,1,0.558092232997296,1
3,2,2,1,1,1,1,0.441388846003974,1
3,2,2,1,2,2,2,0.639053220998903,1
3,2,2,1,2,2,2,0.434538569999859,1
3,2,2,1,1,1,1,0.404623718000948,1
3,2,2,1,2,1,2,0.557808423000097,1
3,3,1,4,2,2,2,0.711894503001531,1
3,3,1,4,1,2,2,0.50914212600037,0
3,3,1,4,2,2,2,0.302424219000386,1
3,3,1,4,2,1,2,0.309374837001087,1
3,3,1,4,1,1,1,0.291721977999259,1
3,3,1,4,2,1,2,0.331489365999005,1
3,3,1,4,1,1,1,0.356316862998938,1
3,3,1,4,1,2,1,0.307065027001954,1
3,3,1,3,1,1,1,0.446701250999467,1
3,3,1,3,1,1,1,0.314307696004107,1
3,3,1,3,2,1,2,0.286561986999004,1
3,3,1,3,2,2,2,0.438452988004428,1
3,3,1,3,2,1,2,0.374265512997226,1
3,3,1,3,1,2,1,0.440713203002815,1
3,3,1,3,2,2,2,0.491515492001781,1
3,3,1,3,1,2,2,0.398200360999908,0
3,3,1,2,1,2,1,0.547596823002095,1
3,3,1,2,2,1,2,0.360490246996051,1
3,3,1,2,2,2,2,0.542926857997372,1
3,3,1,2,2,2,2,0.364214041997911,1
3,3,1,2,1,1,1,0.539703561997158,1
3,3,1,2,2,1,2,0.377179281000281,1
3,3,1,2,1,2,1,0.37313874100073,1
3,3,1,2,1,1,1,0.408034782994946,1
3,3,1,1,2,2,2,0.795653732995561,1
3,3,1,1,1,2,1,0.380792445001134,1
3,3,1,1,1,1,1,0.309560364003119,1
3,3,1,1,2,1,2,0.345041234002565,1
3,3,1,1,2,2,2,0.415680256999622,1
3,3,1,1,1,2,1,0.368761345001985,1
3,3,1,1,2,1,2,0.383559231995605,1
3,3,1,1,1,1,1,0.376243596998393,1
3,4,2,4,1,1,1,0.657884859996557,1
3,4,2,4,1,2,1,0.663834307997604,1
3,4,2,4,1,1,1,0.385327937998227,1
3,4,2,4,2,2,2,0.755589701002464,1
3,4,2,4,2,1,2,0.419109504000517,1
3,4,2,4,2,2,2,0.528211970005941,1
3,4,2,4,2,1,2,0.945820912995259,1
3,4,2,4,1,2,1,0.378292330999102,1
3,4,2,3,2,2,2,0.435288796004897,1
3,4,2,3,2,1,2,0.406309813006374,1
3,4,2,3,1,2,1,0.270939401001669,1
3,4,2,3,2,1,2,0.40832139399572,1
3,4,2,3,1,1,2,0.454625965001469,0
3,4,2,3,1,2,1,0.4515698039977,1
3,4,2,3,2,2,2,0.508206037004129,1
3,4,2,3,1,1,1,0.308776687001227,1
3,4,2,2,1,1,1,1.30618723500083,1
3,4,2,2,1,2,1,0.313925024005584,1
3,4,2,2,2,2,2,0.315260741997918,1
3,4,2,2,1,1,1,0.262774022994563,1
3,4,2,2,2,1,2,0.238576702999126,1
3,4,2,2,2,1,2,0.357760293001775,1
3,4,2,2,1,2,1,0.358454057000927,1
3,4,2,2,2,2,2,0.257599422999192,1
3,4,2,1,2,2,2,0.52111507999507,1
3,4,2,1,1,2,1,0.767546514995047,1
3,4,2,1,2,1,2,0.290672133000044,1
3,4,2,1,1,1,1,0.273336767000728,1
3,4,2,1,2,2,2,0.260076000995468,1
3,4,2,1,1,2,1,0.466801612004929,1
3,4,2,1,1,1,1,0.791527334993589,1
3,4,2,1,2,1,2,0.427990784999565,1
3,5,1,4,2,1,1,0.55457061999914,0
3,5,1,4,1,1,2,0.723630066000624,0
3,5,1,4,1,1,2,0.369523118999496,0
3,5,1,4,2,1,2,0.635630176002451,1
3,5,1,4,1,2,2,1.43737807099387,0
3,5,1,4,2,2,1,0.574871058997815,0
3,5,1,4,2,2,1,0.933506575005595,0
3,5,1,4,1,2,2,1.51795874599338,0
3,5,1,3,2,2,2,0.447725591999188,1
3,5,1,3,1,1,1,0.270850883003732,1
3,5,1,3,1,2,2,0.298694408003939,0
3,5,1,3,1,2,2,0.333799535001162,0
3,5,1,3,2,1,2,0.6009120719973,1
3,5,1,3,1,1,1,0.418331214001228,1
3,5,1,3,2,1,2,0.336944998998661,1
3,5,1,3,2,2,2,0.419400566002878,1
3,5,1,2,2,1,2,0.555047198002285,1
3,5,1,2,2,2,2,0.641495951000252,1
3,5,1,2,1,1,1,0.5635313160019,1
3,5,1,2,1,2,1,0.392803702001402,1
3,5,1,2,1,2,1,0.377235332001874,1
3,5,1,2,1,1,1,0.329341179000039,1
3,5,1,2,2,2,2,0.328214434004622,1
3,5,1,2,2,1,2,0.433121021000261,1
3,5,1,1,2,1,2,0.444691096003226,1
3,5,1,1,2,2,2,0.462087061998318,1
3,5,1,1,2,1,2,0.341130708999117,1
3,5,1,1,1,1,1,0.294030072000169,1
3,5,1,1,1,2,1,0.349947668997629,1
3,5,1,1,1,1,1,0.446867170998303,1
3,5,1,1,2,2,2,0.412915269997029,1
3,5,1,1,1,2,1,0.363013351998234,1
3,6,2,2,2,1,0,0,0
3,6,2,2,1,2,1,1.01272766500188,1
3,6,2,2,1,1,1,0.348868064997077,1
3,6,2,2,2,2,2,0.671130531001836,1
3,6,2,2,1,2,1,0.379218176996801,1
3,6,2,2,2,1,2,0.389443556006881,1
3,6,2,2,1,1,1,0.554121769004269,1
3,6,2,2,2,2,2,0.500569386000279,1
3,6,2,1,1,2,1,0.437020318000577,1
3,6,2,1,1,1,1,0.466289435993531,1
3,6,2,1,2,1,2,0.633934209006839,1
3,6,2,1,2,2,1,0.56483850999939,0
3,6,2,1,1,1,1,0.339993293004227,1
3,6,2,1,1,2,1,0.603688240997144,1
3,6,2,1,2,2,2,0.494733795996581,1
3,6,2,1,2,1,2,0.454902318000677,1
3,6,2,4,1,2,1,0.911881662999804,1
3,6,2,4,2,2,2,0.267351720998704,1
3,6,2,4,2,2,2,0.384338741998363,1
3,6,2,4,2,1,2,0.551463478994265,1
3,6,2,4,2,1,2,0.285633766994579,1
3,6,2,4,1,2,1,0.33891952400154,1
3,6,2,4,1,1,1,0.487458700998104,1
3,6,2,4,1,1,1,0.329139957000734,1
3,6,2,3,2,1,2,0.462213774000702,1
3,6,2,3,2,1,2,0.285167551999621,1
3,6,2,3,2,2,2,0.634503787994618,1
3,6,2,3,1,2,1,0.321130092001113,1
3,6,2,3,1,1,1,0.469678640998609,1
3,6,2,3,2,2,2,0.65830157000164,1
3,6,2,3,1,1,1,0.491002040005696,1
3,6,2,3,1,2,1,0.348132124003314,1
3,7,1,4,1,1,1,0.574895295998431,1
3,7,1,4,2,2,2,0.433518911006104,1
3,7,1,4,2,1,2,0.697402240999509,1
3,7,1,4,1,2,1,0.351860456001305,1
3,7,1,4,1,1,1,0.296623150999949,1
3,7,1,4,1,2,1,0.277712207003788,1
3,7,1,4,2,2,2,0.368986783003493,1
3,7,1,4,2,1,2,0.330436923002708,1
3,7,1,3,1,1,1,0.444749563997902,1
3,7,1,3,1,2,2,0.30516381200141,0
3,7,1,3,2,2,2,0.449308365001343,1
3,7,1,3,2,1,2,0.281751692004036,1
3,7,1,3,2,1,2,0.29484613200475,1
3,7,1,3,2,2,2,0.685029403000954,1
3,7,1,3,1,2,1,0.37178140400647,1
3,7,1,3,1,1,1,0.319182524006465,1
3,7,1,1,1,2,1,0.478081877001387,1
3,7,1,1,2,2,2,0.287879928000621,1
3,7,1,1,1,1,1,0.31823348600301,1
